Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_00882,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00882,NQWW_01_17,BELUGA,Delphinapterus,leucas,NA,34,NA,SHS,Nuvuk_Islands,62.40369,-78.05354,2001,10,8,Ivujivik,NA,M,qPCR,C_Bonnet,ADN_20_02916,HL001,librairie_143_haplotypes615
S_20_00885,SAMN36656315,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00885,DL_KUU04_1,BELUGA,Delphinapterus,leucas,NA,17,F,SHS,Kangiqsujuaq,61.731,-72.053,2004,7,12,Kuujjuaq,NA,U,qPCR,C_Bonnet,ADN_20_01568,HL001,librairie_143_haplotypes615
S_20_02538,SAMN37455958,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02538,unidentified_kangirsuk_2004_2of4,BELUGA,Delphinapterus,leucas,NA,8,NA,SHS,Camp_Imilimmiut,60.817,-69.436,2004,7,7,Kangirsuk,NA,F,qPCR,S_Guillou,NA,NA,NA
S_20_01801,SAMN36656634,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01801,DLN01_14,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Nastapoka_Sound,57.06536,-76.56481,2001,8,7,Inukjuak,NA,M,qPCR,C_Bonnet,ADN_20_01622,HL013,librairie_143_haplotypes615
S_20_03100,SAMN36656808,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03100,DL97_273,BELUGA,Delphinapterus,leucas,NA,15,NA,SEH,Umiujaq,56.61388889,-76.61111111,1997,NA,NA,Umiujaq,NA,F,qPCR,C_Bonnet,ADN_20_03220,NA,librairie_143_haplotypes615
S_20_03091,SAMN36656803,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03091,DL97_125,BELUGA,Delphinapterus,leucas,NA,28,M,SEH,Nastapoka_River,56.91,-76.54416667,1997,8,5,Inukjuak,NA,M,PCR,C_Bonnet,ADN_20_01651,HL009,librairie_143_haplotypes615
S_20_03529,SAMN37456172,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03529,DL_9040,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.44,-76.56,2007,7,16,Umiujaq,NA,F,qPCR,S_Guillou,ADN_20_01652,HL009,librairie_143_haplotypes615
S_20_02957,SAMN36656775,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02957,DL98_569,BELUGA,Delphinapterus,leucas,NA,11,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,55.89111111,-76.89416667,1998,8,5,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01706,HL077,librairie_143_haplotypes615
S_20_03207,SAMN36656825,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03207,DL98_505,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Nastapoka_Sound,57.05277778,-76.56388889,1998,8,9,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01708,HL009,librairie_143_haplotypes615
S_20_03034,SAMN36656788,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03034,DLN01_05,BELUGA,Delphinapterus,leucas,NA,26,M,SEH,Nastapoka_Sound,57.34984,-76.66321,2001,8,3,Inukjuak,NA,M,qPCR,S_Guillou,ADN_20_01714,HL009,librairie_143_haplotypes615
S_20_01631,SAMN37456192,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01631,DL98_550,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Nastapoka_River,56.91,-76.54416667,1998,8,9,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01715,HL009,librairie_143_haplotypes615
S_20_01096,SAMN36656445,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01096,NQDL_3311,BELUGA,Delphinapterus,leucas,NA,42,NA,NEH,Cape_Smith,60.70253,-78.45242,2001,10,15,Puvirnituq,NA,F,qPCR,S_Guillou,ADN_20_01322,HL002,librairie_143_haplotypes615
S_20_01632,SAMN36656589,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01632,DL15_266,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,55.264,-77.778,2015,7,23,Kuujjuaraapik,NA,F,qPCR,C_Bonnet,ADN_20_01723,HL002,librairie_143_haplotypes615
S_20_03345,SAMN36656839,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03345,DL_8152,BELUGA,Delphinapterus,leucas,NA,2,F,SEH,Lac_Tasiujaq,56.203,-76.014,2008,6,26,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_03653,HL010,librairie_143_haplotypes615
S_20_01803,SAMN36656635,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01803,DLN01_04,BELUGA,Delphinapterus,leucas,NA,16,M,SEH,Nastapoka_Sound,57.35624,-76.67351,2001,8,3,Inukjuak,NA,M,qPCR,C_Bonnet,ADN_20_01735,HL009,librairie_143_haplotypes615
S_20_03339,SAMN36656833,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03339,DL_5207,BELUGA,Delphinapterus,leucas,NA,10,F,NEH,Puvirnituq,59.427,-77.759,2007,10,16,Puvirnituq,NA,F,qPCR,C_Bonnet,ADN_20_03647,HL001,librairie_143_haplotypes615
S_20_03033,SAMN36656787,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03033,DLN01_03,BELUGA,Delphinapterus,leucas,NA,18,F,SEH,Nastapoka_Sound,57.05811,-76.56104,2001,8,1,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01751,HL008,librairie_143_haplotypes615
S_20_01865,SAMN36656638,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01865,I_DL_90_8,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Kuujjuarapik,NA,NA,1990,NA,NA,NA,NA,M,qPCR,S_Guillou,ADN_20_01754,HL020,librairie_143_haplotypes615
S_20_03649,SAMN36656938,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03649,DL99_27EDC,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Akulivik,60.78888889,-78.27777778,1999,10,19,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_01755,HL035,librairie_143_haplotypes615
S_20_02965,SAMN36656781,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02965,DL99_158,BELUGA,Delphinapterus,leucas,NA,24,F,SEH,Nastapoka_Sound,57,-76.64166667,1999,8,3,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01759,HL013,librairie_143_haplotypes615
S_20_00855,SAMN36656299,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00855,NQDL_3265,BELUGA,Delphinapterus,leucas,NA,4,NA,UNG,Tasiujaq,58.70659,-69.91331,2001,7,22,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01765,HL003,librairie_143_haplotypes615
S_20_02610,SAMN36656739,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02610,DL17_043,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.777,-70.134,2017,9,8,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_02894,HL003,librairie_143_haplotypes615
S_20_02808,SAMN36656757,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02808,DL09_124,BELUGA,Delphinapterus,leucas,NA,46,NA,NEH,Akulivik,60.792,-78.415,2009,5,10,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_02777,HL001,librairie_143_haplotypes615
S_20_02386,SAMN36656723,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02386,DL18_054,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.73,-69.838,2018,7,7,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_01801,HL017,librairie_143_haplotypes615
S_20_02715,SAMN36656749,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02715,DL_9257,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Kangiqsualujjuaq,58.685,-65.954,2007,7,22,Kangiqsualujjuaq,NA,M,qPCR,S_Guillou,ADN_20_01803,HL015,librairie_143_haplotypes615
S_20_01628,SAMN36656586,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01628,DL17_231,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Inukjuak,NA,NA,2007,7,2,Inukjuak,NA,F,qPCR,C_Bonnet,ADN_20_01804,HL003,librairie_143_haplotypes615
S_20_02849,SAMN36656760,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02849,DL_9277,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Baie_Kilualuk,56.136,-75.956,2007,7,24,Inukjuak,NA,M,qPCR,C_Bonnet,ADN_20_01809,HL009,librairie_143_haplotypes615
S_20_01708,SAMN36656601,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01708,DL_9267,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Baie_Kilualuk,56.136,-75.956,2007,8,8,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01812,HL001,librairie_143_haplotypes615
S_20_01618,SAMN36656579,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01618,DL_9025,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Umiujaq,56.44,-76.56,2007,7,1,Umiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01815,HL001,librairie_143_haplotypes615
S_20_02249,SAMN36656694,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02249,DL14_42,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Pointe_Pilavvik,55.259,-77.822,2015,6,12,Kuujjuaraapik,NA,M,qPCR,C_Bonnet,ADN_20_03140,HL008,librairie_143_haplotypes615
S_20_02256,SAMN36656698,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02256,DL15_045,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.696,-69.93,2015,7,27,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01820,HL025,librairie_143_haplotypes615
S_20_02261,SAMN36656701,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02261,DL15_088,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Pointe_Tikiraq,60.103,-69.813,2015,6,26,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_03147,HL083,librairie_143_haplotypes615
S_20_02390,SAMN36656727,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02390,DL18_060,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Cap_Qalirusiq,58.952,-69.694,2018,7,13,Kuujjuaq,NA,F,qPCR,S_Guillou,ADN_20_01829,HL003,librairie_143_haplotypes615
S_20_02659,SAMN36656746,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02659,DL15_248,BELUGA,Delphinapterus,leucas,NA,NA,NA,SEH,Lac_Tasiujaq,56.301,-76.339,2015,NA,NA,Umiujaq,NA,M,qPCR,S_Guillou,ADN_20_02865,HL010,librairie_143_haplotypes615
S_20_02254,SAMN36656696,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02254,DL15_042,BELUGA,Delphinapterus,leucas,NA,NA,F,SHS,Island_Naujaaraarjuq,60.554,-69.659,2015,6,23,Tasiujaq,NA,F,qPCR,C_Bonnet,ADN_20_03145,HL083,librairie_143_haplotypes615
S_20_02383,SAMN36656721,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02383,DL18_050,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.952,-69.694,2018,7,10,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_01847,HL001,librairie_143_haplotypes615
S_20_02375,SAMN36656719,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02375,DL17_232,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Inukjuak,NA,NA,2018,6,23,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_03315,HL016,librairie_143_haplotypes615
S_20_00860,SAMN36656302,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00860,NQDL_00103,BELUGA,Delphinapterus,leucas,NA,NA,NA,NEH,Akulivik,60.81233,-78.4709,2001,10,9,Akulivik,NA,M,qPCR,S_Guillou,ADN_20_03391,HL001,librairie_143_haplotypes615
S_20_03655,SAMN36656940,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03655,DL17_244,BELUGA,Delphinapterus,leucas,NA,NA,F,SEH,Island_Anderson,56.305,-76.69,2017,6,22,Umiujaq,NA,M,qPCR,C_Bonnet,ADN_20_03385,HL010,librairie_143_haplotypes615
S_20_02380,SAMN36656720,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02380,DL18_041,BELUGA,Delphinapterus,leucas,NA,NA,M,UNG,Tasiujaq,58.985,-69.826,2018,7,10,Tasiujaq,NA,M,qPCR,S_Guillou,ADN_20_01881,HL001,librairie_143_haplotypes615
S_20_01985,SAMN36656663,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01985,DL10_225,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Tasiujaq,58.696,-69.93,2010,7,12,Tasiujaq,NA,F,qPCR,S_Guillou,ADN_20_01903,HL003,librairie_143_haplotypes615
S_20_01874,SAMN36656642,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01874,TA94_10,BELUGA,Delphinapterus,leucas,NA,NA,F,UNG,Baie_Ungavatuaq,58.629166,-69.79805,1994,8,16,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01908,HL056,librairie_143_haplotypes615
S_20_02067,SAMN36656670,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02067,DL17_184,BELUGA,Delphinapterus,leucas,NA,NA,M,NEH,Akulivik,NA,NA,2017,10,25,Akulivik,NA,M,qPCR,C_Bonnet,ADN_20_03015,HL002,librairie_143_haplotypes615
S_20_02180,SAMN36656689,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_02180,DL_4040,BELUGA,Delphinapterus,leucas,Light_Grey,NA,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2002,7,19,DFO_MPO,NA,M,qPCR,C_Bonnet,ADN_20_01919,HL001,librairie_143_haplotypes615
S_20_01021,SAMN36656397,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01021,NQDL_4041,BELUGA,Delphinapterus,leucas,White,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2002,7,24,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_04160,HL002,librairie_143_haplotypes615
S_20_01764,SAMN36656613,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01764,DL2018_001,BELUGA,Delphinapterus,leucas,White,47,F,SLE,Ile_Verte,48.130667,-69.530167,2018,5,20,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_04285,HL099,librairie_143_haplotypes615
S_20_01787,SAMN36656628,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01787,DL2018_002,BELUGA,Delphinapterus,leucas,White,18,F,SLE,Petit_Matane,48.857667,-67.473944,2018,7,10,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_04286,HL099,librairie_143_haplotypes615
S_20_01777,SAMN36656622,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01777,DL2018_003,BELUGA,Delphinapterus,leucas,White,36,F,SLE,Le_Bic,48.396949,-68.677792,2018,7,22,Saint_Laurent,NA,F,qPCR,S_Guillou,ADN_20_04287,HL008,librairie_143_haplotypes615
S_20_01783,SAMN36656625,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01783,DL2015_003_F,BELUGA,Delphinapterus,leucas,White,21,F,SLE,Sainte_Flavie,48.6127,-68.2287,2015,7,17,Saint_Laurent,NA,U,PCR,C_Bonnet,ADN_20_04295,HL102,librairie_143_haplotypes615
S_20_00944,SAMN36656347,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00944,B96_254_COH,BELUGA,Delphinapterus,leucas,NA,23,F,NHB,Coral_Harbour,64.108744,-83.117867,1996,9,25,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_01523,HL001,librairie_143_haplotypes615
S_20_01065,SAMN36656421,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01065,ARCH_00_1057,BELUGA,Delphinapterus,leucas,NA,5,M,NHB,Coral_Harbour,NA,NA,2000,8,24,Coral Harbour,NA,M,qPCR,S_Guillou,ADN_20_04751,HL003,librairie_143_haplotypes615
S_20_01044,SAMN36656410,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01044,ARCH_99_1002,BELUGA,Delphinapterus,leucas,NA,34,NA,NHB,Coral_Harbour,NA,NA,1999,NA,NA,Coral Harbour,NA,U,qPCR,C_Bonnet,ADN_20_01981,HL003,librairie_143_haplotypes615
S_20_00626,SAMN36656141,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00626,ARSQ_03_1013,BELUGA,Delphinapterus,leucas,NA,13,M,SAN,Sanikiluaq,NA,NA,2003,7,8,Sanikiluaq,Lucassie_Takatak,M,qPCR,S_Guillou,ADN_20_01082,HL010,librairie_143_haplotypes615
S_20_00816,SAMN36656280,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00816,NQWW_01_06,BELUGA,Delphinapterus,leucas,NA,NA,NA,SHS,Quaqtaq,60.99189,-69.70539,2001,10,27,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_02908,HL047,librairie_143_haplotypes615
S_20_00818,SAMN36656282,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00818,NQWW_01_08,BELUGA,Delphinapterus,leucas,NA,48,NA,SHS,Quaqtaq,60.98209,-69.71753,2001,10,26,Quaqtaq,NA,M,qPCR,S_Guillou,ADN_20_02910,HL003,librairie_143_haplotypes615
S_20_00817,SAMN36656281,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00817,NQWW_01_07,BELUGA,Delphinapterus,leucas,NA,13,NA,SHS,Quaqtaq,61.00717,-69.69559,2001,10,26,Quaqtaq,NA,F,qPCR,S_Guillou,ADN_20_02038,HL016,librairie_143_haplotypes615
S_20_00686,SAMN36656184,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00686,ARCI_99_1024,BELUGA,Delphinapterus,leucas,NA,25,M,NWH,Chesterfield_Inlet_Josephine_River,NA,NA,1999,8,22,Chesterfield Inlet,NA,M,qPCR,S_Guillou,ADN_20_01409,HL004,librairie_143_haplotypes615
S_20_01072,SAMN36656426,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01072,ARCH_00_1072,BELUGA,Delphinapterus,leucas,NA,4,F,NHB,Coral_Harbour_Nunaguluk,NA,NA,2000,8,22,Coral Harbour,Moses_Nakoolak,F,qPCR,S_Guillou,ADN_20_01296,HL011,librairie_143_haplotypes615
S_20_00914,SAMN36656332,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00914,NQ03_5058,BELUGA,Delphinapterus,leucas,NA,16,NA,SHS,Kangiqsujuaq,61.65166667,-71.9675,2003,6,22,Kangiqsujuaq,NA,M,qPCR,S_Guillou,ADN_20_02700,HL014,librairie_143_haplotypes615
S_20_00830,SAMN36656287,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00830,ARCI_99_1026,BELUGA,Delphinapterus,leucas,NA,29,F,NWH,Chesterfield_Inlet,NA,NA,1999,9,22,Chesterfield Inlet,NA,F,qPCR,S_Guillou,ADN_20_01411,HL003,librairie_143_haplotypes615
S_20_00687,SAMN36656185,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00687,ARAR_99_1038,BELUGA,Delphinapterus,leucas,NA,27,M,NWH,Arviat_McConnel River,NA,NA,1999,8,11,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01485,HL003,librairie_143_haplotypes615
S_20_01053,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01053,ARCH_99_1025,BELUGA,Delphinapterus,leucas,NA,27,M,NHB,Coral_Harbour,NA,NA,1999,8,16,Coral Harbour,NA,U,qPCR,C_Bonnet,ADN_20_01277,HL003,librairie_143_haplotypes615
S_20_00855,SAMN36656299,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00855,NQDL_3265,BELUGA,Delphinapterus,leucas,NA,4,NA,UNG,Tasiujaq,58.70659,-69.91331,2001,7,22,Tasiujaq,NA,M,qPCR,C_Bonnet,ADN_20_01765,HL003,librairie_143_haplotypes615
S_20_01094,SAMN36656443,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01094,NQDL_3065,BELUGA,Delphinapterus,leucas,NA,21,NA,SHS,Digges_Islands,62.59412,-77.82954,2001,10,23,Puvirnituq,NA,M,qPCR,C_Bonnet,ADN_20_03332,HL020,librairie_143_haplotypes615
S_20_00849,SAMN36656294,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00849,NQDL_3101,BELUGA,Delphinapterus,leucas,NA,28,NA,UNG,Anse_Inussujuaq_Misaqvik,59.99757,-70.40828,2001,7,20,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01738,HL011,librairie_143_haplotypes615
S_20_00834,SAMN36656291,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_00834,ARCI_99_1003,BELUGA,Delphinapterus,leucas,NA,21,NA,NWH,Chesterfield_Inlet,NA,NA,1999,NA,NA,Chesterfield Inlet,NA,M,qPCR,S_Guillou,ADN_20_01406,HL003,librairie_143_haplotypes615
S_20_01795,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01795,DL2011_005_B,BELUGA,Delphinapterus,leucas,Grey,0,NA,SLE,Les_Boules,48.69027778,-67.97111111,2011,8,9,Saint_Laurent,NA,U,qPCR,S_Guillou,ADN_20_02097,HL099,librairie_143_haplotypes615
S_20_03475,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03475,DL2015_003_B,BELUGA,Delphinapterus,leucas,NA,0,NA,SLE,Sainte_Flavie,48.6127,-68.2287,2015,7,17,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_02099,HL102,librairie_143_haplotypes615
S_20_01771,SAMN36656618,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01771,DL2009_108,BELUGA,Delphinapterus,leucas,NA,NA,NA,SLE,Ile_Verte,48.0235,-69.4516,2009,10,17,Saint_Laurent,NA,M,qPCR,S_Guillou,ADN_20_04494,HL099,librairie_143_haplotypes615
S_20_03616,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03616,B92_LH_53,BELUGA,Delphinapterus,leucas,NA,21,M,NHS,Lake_Harbour_Kimmirut,NA,NA,1992,10,11,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02105,HL003,librairie_143_haplotypes615
S_20_03597,NA,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03597,B_92_58_IQ,BELUGA,Delphinapterus,leucas,NA,17,M,FRB,Iqaluit,NA,NA,1992,6,5,Iqaluit,NA,NA,NA,NA,ADN_20_02109,HL003,librairie_143_haplotypes615
S_20_03584,SAMN37454718,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03584,B_92_92_IQ,BELUGA,Delphinapterus,leucas,NA,21,F,FRB,Iqaluit,NA,NA,1992,6,18,Iqaluit,NA,U,qPCR,S_Guillou,ADN_20_02112,HL001,librairie_143_haplotypes615
S_20_03607,SAMN36656919,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03607,LH_2,BELUGA,Delphinapterus,leucas,NA,NA,NA,NHS,Kimmirut,NA,NA,1991,11,7,Kimmirut,NA,M,qPCR,S_Guillou,ADN_20_02117,HL012,librairie_143_haplotypes615
S_20_03631,SAMN36656931,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03631,B_92_63_IQ,BELUGA,Delphinapterus,leucas,NA,22,M,FRB,Iqaluit,NA,NA,1992,7,3,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02118,HL001,librairie_143_haplotypes615
S_20_03573,SAMN36656900,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03573,B_92_66_IQ,BELUGA,Delphinapterus,leucas,NA,25,F,FRB,Iqaluit,NA,NA,1992,6,8,Iqaluit,NA,M,qPCR,S_Guillou,ADN_20_02129,HL003,librairie_143_haplotypes615
S_20_01110,SAMN36656453,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_01110,B94_167,BELUGA,Delphinapterus,leucas,NA,15,F,NHS,Lake_Harbour,NA,NA,1994,11,1,Kimmirut,Mickey_Akavak,F,qPCR,S_Guillou,ADN_20_02130,HL015,librairie_143_haplotypes615
S_20_03591,SAMN36656909,ddRADseq,2019,SCI029054,PE_20_00006,MOBELS,G_20_03591,B_92_78_IQ,BELUGA,Delphinapterus,leucas,NA,15,F,FRB,Iqaluit,NA,NA,1992,7,3,Iqaluit,NA,F,qPCR,S_Guillou,ADN_20_02145,HL001,librairie_143_haplotypes615
S_20_01111,NA,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_01111,NQWW_01_01,BELUGA,Delphinapterus,leucas,NA,11,NA,SHS,Quaqtaq,60.97348,-69.71362,2001,10,23,Quaqtaq,NA,U,qPCR,S_Guillou,ADN_20_01194,HL055,librairie_143_haplotypes615
S_20_00951,SAMN36656350,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00951,ARRB_01_1101,BELUGA,Delphinapterus,leucas,NA,26,NA,NHB,Repulse_Bay_White Island,NA,NA,2001,8,27,Naujaat,NA,M,qPCR,S_Guillou,ADN_20_01200,HL019,librairie_143_haplotypes615
S_20_00651,SAMN37456257,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00651,NQDL_3093,BELUGA,Delphinapterus,leucas,NA,20,NA,UNG,Anse_Inussujuaq,59.99757,-70.43106,2001,7,19,Kangirsuk,NA,M,qPCR,S_Guillou,ADN_20_01775,HL003,librairie_143_haplotypes615
S_20_00878,SAMN36656312,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00878,NQWW_01_13,BELUGA,Delphinapterus,leucas,NA,32,NA,SHS,Digges_Islands,62.60298,-77.82984,2001,10,23,Ivujivik,NA,M,qPCR,S_Guillou,ADN_20_02913,HL003,librairie_143_haplotypes615
S_20_00644,SAMN36656155,ddRADseq,2019,SCI029054,PE_20_00007,MOBELS,G_20_00644,FMMM_CH_016,BELUGA,Delphinapterus,leucas,NA,22,F,NHB,Coral_Harbour,NA,NA,1993,7,26,Coral Harbour,NA,F,qPCR,S_Guillou,ADN_20_01231,HL003,librairie_143_haplotypes615
