Fasta Header,SampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Region2,Harvest Region,SampleID,Mitochondrial clade
29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.mito (bases 1 to 16387),S_20_01516,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01516,Clade D
39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.mito (bases 1 to 16387),S_20_01562,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01562,Clade D
42.NWH.1999.BELUGA.ADN_20_01304.S_20_01078.mito (bases 1 to 16387),S_20_01078,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,42.NWH.1999.BELUGA.ADN_20_01304.S_20_01078.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01078,Clade D
50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.mito (bases 1 to 16387),S_20_01555,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01555,Clade D
55.NWH.2009.BELUGA.ADN_20_05924.S_20_01567.mito (bases 1 to 16387),S_20_01567,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,55.NWH.2009.BELUGA.ADN_20_05924.S_20_01567.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01567,Clade D
MW316239:Canada.Churchill (bases 1 to 16383),,-2.188201286,-1.524468707,0.236194876,0.624001038,-0.390922585,-0.031748194,0.155208005,-0.029563931,0.015721549,-0.02265296,MW316239:Canada.Churchill (bases 1 to 16383),Canada: Western Hudson Bay,,Clade D
48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.mito (bases 1 to 16387),S_20_01288,-2.187974327,-1.523846468,0.235484138,0.620748306,-0.388767447,-0.031460657,0.153572929,-0.029188778,0.01550087,-0.022232584,48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.mito (bases 1 to 16387),Canada: Western Hudson Bay,S_20_01288,Clade D
24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.mito (bases 1 to 16386),S_20_00804,-2.041495238,-1.390511502,0.035638609,-0.466680243,0.217205641,0.006161414,-0.59936746,0.121346738,-0.002541234,-0.015130042,24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00804,Clade D
18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.mito (bases 1 to 16386),S_20_00681,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00681,Clade D
52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.mito (bases 1 to 16386),S_20_01022,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01022,Clade D
MW316106:Canada.Arviat (bases 1 to 16384),,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,MW316106:Canada.Arviat (bases 1 to 16384),Canada: Western Hudson Bay,,Clade D
MW316107:Canada.Arviat (bases 1 to 16384),,-2.041285222,-1.389947686,0.03553131,-0.464233932,0.216003174,0.006105518,-0.592900849,0.119771328,-0.002505828,-0.014851755,MW316107:Canada.Arviat (bases 1 to 16384),Canada: Western Hudson Bay,,Clade D
22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.mito (bases 1 to 16386),S_20_00792,-2.041884871,-1.389430255,0.052842023,-0.3281479,0.162379207,0.031943225,-0.429691943,0.066086604,0.011871282,0.033227179,22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00792,Clade D
43.NWH.1999.BELUGA.ADN_20_01305.S_20_01079.mito (bases 1 to 16386),S_20_01079,-2.042621788,-1.385788254,0.039836941,-0.471467626,0.22204157,0.022763263,-0.618116785,0.127670411,-0.012267316,-0.007859748,43.NWH.1999.BELUGA.ADN_20_01305.S_20_01079.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01079,Clade D
23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.mito (bases 1 to 16386),S_20_00795,-2.177185703,-1.379461211,0.332210227,0.865426967,-0.097325838,0.19052103,0.105058709,-0.106599081,0.165679465,0.117139578,23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00795,Clade D
20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.mito (bases 1 to 16386),S_20_01375,-2.073649853,-1.366991868,-0.200981976,-0.359331719,0.435674547,-0.091304539,-0.187976475,0.453044883,0.02089925,0.114331463,20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01375,Clade D
MW316240:Canada.Churchill (bases 1 to 16379),,-2.073438382,-1.366441696,-0.200377256,-0.357466369,0.433271659,-0.090475748,-0.185987858,0.447171798,0.020609706,0.112224849,MW316240:Canada.Churchill (bases 1 to 16379),Canada: Western Hudson Bay,,Clade D
32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.mito (bases 1 to 16386),S_20_01594,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01594,Clade D
36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.mito (bases 1 to 16386),S_20_01296,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01296,Clade D
40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.mito (bases 1 to 16386),S_20_01590,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01590,Clade D
45.NWH.2002.BELUGA.ADN_20_01059.S_20_00811.mito (bases 1 to 16386),S_20_00811,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,45.NWH.2002.BELUGA.ADN_20_01059.S_20_00811.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00811,Clade D
56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.mito (bases 1 to 16386),S_20_01553,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01553,Clade D
MW316238:Canada.Churchill (bases 1 to 16382),,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,MW316238:Canada.Churchill (bases 1 to 16382),Canada: Western Hudson Bay,,Clade D
MW316242:Canada.Churchill (bases 1 to 16383),,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,MW316242:Canada.Churchill (bases 1 to 16383),Canada: Western Hudson Bay,,Clade D
31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.mito (bases 1 to 16386),S_20_01250,-2.124023418,-1.363901159,0.019680689,-0.421647372,0.201565163,0.000655061,-0.473174325,0.090201662,-0.003514133,-0.01541866,31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01250,Clade D
38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.mito (bases 1 to 16386),S_20_01282,-2.123149263,-1.361687708,0.019442598,-0.412736237,0.197064233,0.000630962,-0.452417364,0.08542417,-0.003314098,-0.014251992,38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01282,Clade D
MW316108:Canada.Arviat (bases 1 to 16385),,-2.122930825,-1.361135355,0.019383885,-0.410561297,0.195967197,0.000625185,-0.447482968,0.084300545,-0.003267272,-0.013984944,MW316108:Canada.Arviat (bases 1 to 16385),Canada: Western Hudson Bay,,Clade D
MW316241:Canada.Churchill (bases 1 to 16383),,-2.122714284,-1.360587558,0.019325138,-0.408427405,0.194891346,0.000619995,-0.44269452,0.083214763,-0.003220114,-0.01373144,MW316241:Canada.Churchill (bases 1 to 16383),Canada: Western Hudson Bay,,Clade D
MW316243:Canada.Churchill (bases 1 to 16377),,-2.122714284,-1.360587558,0.019325138,-0.408427405,0.194891346,0.000619995,-0.44269452,0.083214763,-0.003220114,-0.01373144,MW316243:Canada.Churchill (bases 1 to 16377),Canada: Western Hudson Bay,,Clade D
MW316244:Canada.Churchill (bases 1 to 16383),,-2.122714284,-1.360587558,0.019325138,-0.408427405,0.194891346,0.000619995,-0.44269452,0.083214763,-0.003220114,-0.01373144,MW316244:Canada.Churchill (bases 1 to 16383),Canada: Western Hudson Bay,,Clade D
MW316236:Canada.Churchill (bases 1 to 16384),,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,MW316236:Canada.Churchill (bases 1 to 16384),Canada: Western Hudson Bay,,Clade D
MW316103:Canada.Arviat (bases 1 to 16386),,-2.115655516,-1.208899413,0.129541651,-0.15426446,0.483552625,0.247749848,-0.522627579,0.014767005,0.168336825,0.124349708,MW316103:Canada.Arviat (bases 1 to 16386),Canada: Western Hudson Bay,,Clade D
54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.mito (bases 1 to 16386),S_20_01317,9.643799772,-0.505625586,-0.019666961,-0.240863339,-0.30220151,-0.042871462,0.247855151,0.639882648,-0.011961122,0.002345941,54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01317,Clade A
51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.mito (bases 1 to 16386),S_20_01290,9.642807684,-0.505420568,-0.019607748,-0.239600748,-0.3005285,-0.042482535,0.245181026,0.631575235,-0.011794473,0.002302792,51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01290,Clade A
30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.mito (bases 1 to 16386),S_20_01366,9.513816465,-0.478701877,0.073692623,-0.329790863,-0.667114312,0.137510083,-0.156178648,-0.402934006,-0.023251297,-0.051413372,30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01366,Clade A
MW316102:Canada.Arviat (bases 1 to 16382),,9.487592979,-0.478667261,0.175001513,-0.492515876,-0.894704158,0.20022898,-0.101577934,-0.26607276,0.008558339,-0.046410936,MW316102:Canada.Arviat (bases 1 to 16382),Canada: Western Hudson Bay,,Clade A
16.NWH.1999.BELUGA.ADN_20_02092.S_20_00657.mito (bases 1 to 16386),S_20_00657,-1.111361114,3.832364041,0.241960304,-0.424166284,-0.561683583,-2.219755221,-0.028602246,-0.210811244,-0.741295349,0.143613905,16.NWH.1999.BELUGA.ADN_20_02092.S_20_00657.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_00657,Clade C
MW316286:Canada.Churchill (bases 1 to 16386),,-1.18139491,3.85595477,0.065760948,0.070980647,0.027526786,0.028988353,-0.01631913,-0.067257094,0.524098502,0.000309567,MW316286:Canada.Churchill (bases 1 to 16386),Canada: Western Hudson Bay,,Clade C
33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.mito (bases 1 to 16386),S_20_01551,-1.098735023,3.896880021,0.314490297,0.024659946,-0.012604743,-0.320062008,-0.042360045,-0.092230785,0.567839892,0.017099439,33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.mito (bases 1 to 16386),Canada: Western Hudson Bay,S_20_01551,Clade C
MW316235:Canada.Churchill (bases 1 to 16382),,-1.182604429,3.903937057,0.296886577,0.073611268,0.074497812,0.024340717,-0.046334652,-0.079730296,1.035927244,-0.133586375,MW316235:Canada.Churchill (bases 1 to 16382),Canada: Western Hudson Bay,,Clade C
MW316227:Russia.WhiteSea (bases 1 to 16385),,-1.937836082,-0.880826526,-0.109835761,-1.065781235,0.570526988,0.120375031,1.05592795,-0.645681859,-0.048997084,-0.205453151,MW316227:Russia.WhiteSea (bases 1 to 16385),Russia: White Sea,,Clade D
MW316229:Russia.WhiteSea (bases 1 to 16382),,-1.182879254,3.89459443,0.291675022,0.064640561,0.060625162,0.023591473,-0.041071847,-0.067798,0.947588454,-0.115824837,MW316229:Russia.WhiteSea (bases 1 to 16382),Russia: White Sea,,Clade C
MW316228:Russia.WhiteSea (bases 1 to 16386),,-1.182877403,3.894598538,0.291675408,0.064658808,0.060616123,0.023590992,-0.041032374,-0.067806667,0.947586818,-0.115821117,MW316228:Russia.WhiteSea (bases 1 to 16386),Russia: White Sea,,Clade C
MW316230:Russia.WhiteSea (bases 1 to 16382),,-1.182604429,3.903937057,0.296886577,0.073611268,0.074497812,0.024340717,-0.046334652,-0.079730296,1.035927244,-0.133586375,MW316230:Russia.WhiteSea (bases 1 to 16382),Russia: White Sea,,Clade C
MW316232:Russia.WhiteSea (bases 1 to 16383),,-1.182604429,3.903937057,0.296886577,0.073611268,0.074497812,0.024340717,-0.046334652,-0.079730296,1.035927244,-0.133586375,MW316232:Russia.WhiteSea (bases 1 to 16383),Russia: White Sea,,Clade C
MW316233:Russia.WhiteSea (bases 1 to 16378),,-1.182604429,3.903937057,0.296886577,0.073611268,0.074497812,0.024340717,-0.046334652,-0.079730296,1.035927244,-0.133586375,MW316233:Russia.WhiteSea (bases 1 to 16378),Russia: White Sea,,Clade C
MW316231:Russia.WhiteSea (bases 1 to 16385),,-1.182845944,3.907109626,0.298685499,0.074409616,0.075322758,0.024790023,-0.047316174,-0.081864613,1.06561929,-0.138684282,MW316231:Russia.WhiteSea (bases 1 to 16385),Russia: White Sea,,Clade C
MW316234:Russia.WhiteSea (bases 1 to 16385),,-1.182845944,3.907109626,0.298685499,0.074409616,0.075322758,0.024790023,-0.047316174,-0.081864613,1.06561929,-0.138684282,MW316234:Russia.WhiteSea (bases 1 to 16385),Russia: White Sea,,Clade C
MW316255:Russia.YeniseyGulf (bases 1 to 16375),,-2.195520605,-1.554731604,0.260869068,0.785294842,-0.50241503,-0.066558589,0.304628746,-0.070689547,-0.040579643,-0.073958703,MW316255:Russia.YeniseyGulf (bases 1 to 16375),Russia: Yenisey Gulf,,Clade D
MW316258:Russia.YeniseyGulf (bases 1 to 16344),,-1.102869496,3.690272021,0.177175401,-0.22139265,-0.240132094,-0.201081459,0.001329371,0.052093021,0.319341595,-0.170775188,MW316258:Russia.YeniseyGulf (bases 1 to 16344),Russia: Yenisey Gulf,,Clade C
MW316259:Russia.YeniseyGulf (bases 3 to 16346),,-1.179228801,3.847078864,0.264749419,0.053198803,0.048539117,0.016852169,-0.026003856,-0.036643724,0.506374264,-0.04055532,MW316259:Russia.YeniseyGulf (bases 3 to 16346),Russia: Yenisey Gulf,,Clade C
MW316257:Russia.YeniseyGulf (bases 1 to 16368),,-1.180539909,3.861739993,0.262103123,0.047618733,0.045306016,0.033393631,-0.021000063,-0.049427861,0.508052152,-0.345358287,MW316257:Russia.YeniseyGulf (bases 1 to 16368),Russia: Yenisey Gulf,,Clade C
MW316256:Russia.YeniseyGulf (bases 1 to 16386),,-1.180538057,3.861744101,0.262103509,0.047636979,0.045296978,0.033393149,-0.02096059,-0.049436528,0.508050515,-0.345354566,MW316256:Russia.YeniseyGulf (bases 1 to 16386),Russia: Yenisey Gulf,,Clade C
