"Numero_unique_specimen","Numero_reception_specimen","Numero_unique_groupe","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_02378","DL17_368","G_20_02378","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq","61.598","-71.96",2018,"7",17,"Kangiqsujuaq",NA,"M","qPCR","S_Guillou","ADN_20_02622","HL008","librairie_143_haplotypes615"
"S_20_02379","DL17_369","G_20_02379","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Kangiqsujuaq",NA,NA,2018,"8",16,"Kangiqsujuaq",NA,"F","qPCR","C_Bonnet","ADN_20_03320","HL001","librairie_143_haplotypes615"
"S_20_02380","DL18_041","G_20_02380","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Tasiujaq","58.985","-69.826",2018,"7",10,"Tasiujaq",NA,"M","qPCR","S_Guillou","ADN_20_01881","HL001","librairie_143_haplotypes615"
"S_20_02381","DL18_048","G_20_02381","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Tasiujaq",NA,NA,2018,"7",10,"Tasiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_01832","HL001","librairie_143_haplotypes615"
"S_20_02382","DL18_049","G_20_02382","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.952","-69.694",2018,"7",13,"Tasiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_01802","HL035","librairie_143_haplotypes615"
"S_20_02383","DL18_050","G_20_02383","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Tasiujaq","58.952","-69.694",2018,"7",10,"Tasiujaq",NA,"M","qPCR","S_Guillou","ADN_20_01847","HL001","librairie_143_haplotypes615"
"S_20_02384","DL18_051","G_20_02384","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.953","-69.695",2018,"7",11,"Tasiujaq",NA,"F","qPCR","C_Bonnet","ADN_20_01879","HL017","librairie_143_haplotypes615"
"S_20_02385","DL18_052","G_20_02385","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.952","-69.694",2018,"7",14,"Tasiujaq",NA,"F","qPCR","S_Guillou","ADN_20_01851","HL001","librairie_143_haplotypes615"
"S_20_02386","DL18_054","G_20_02386","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Tasiujaq","58.73","-69.838",2018,"7",7,"Tasiujaq",NA,"M","qPCR","S_Guillou","ADN_20_01801","HL017","librairie_143_haplotypes615"
"S_20_02387","DL18_055","G_20_02387","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.952","-69.694",2018,"7",9,"Tasiujaq",NA,"F","qPCR","S_Guillou","ADN_20_01838","HL017","librairie_143_haplotypes615"
"S_20_02388","DL18_057","G_20_02388","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Tasiujaq",NA,NA,2018,"7",11,"Tasiujaq",NA,"F","qPCR","C_Bonnet","ADN_20_01807","HL001","librairie_143_haplotypes615"
"S_20_02389","DL18_058","G_20_02389","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.952","-69.694",2018,"7",10,"Tasiujaq",NA,"F","qPCR","S_Guillou","ADN_20_01808","HL001","librairie_143_haplotypes615"
"S_20_02390","DL18_060","G_20_02390","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Cap_Qalirusiq","58.952","-69.694",2018,"7",13,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_01829","HL003","librairie_143_haplotypes615"
"S_20_02391","DL18_069","G_20_02391","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Aupaluk",NA,NA,2018,"7",7,"Aupaluk",NA,"F","qPCR","C_Bonnet","ADN_20_01852","HL001","librairie_143_haplotypes615"
"S_20_02392","DL18_071","G_20_02392","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Island_Qulluvik","60.159","-69.451",2018,"7",6,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_01821","HL001","librairie_143_haplotypes615"
"S_20_02393","DL18_073","G_20_02393","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Island_Qulluvik","60.159","-69.451",2018,"7",6,"Kuujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_01840","HL060","librairie_143_haplotypes615"
"S_20_02394","DL18_074","G_20_02394","BELUGA","Delphinapterus","leucas",NA,NA,"F","UNG","Island_Qulluvik","60.159","-69.451",2018,"7",2,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_01897","HL008","librairie_143_haplotypes615"
"S_20_02395","DL13_114","G_20_02395","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_03240","HL003","librairie_143_haplotypes615"
"S_20_02396","DL13_115","G_20_02396","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Camp_Imilimmiut","60.778333","-69.421389",2014,"6",26,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_03241","HL003","librairie_143_haplotypes615"
"S_20_02505","DL2011_034","G_20_02505","BELUGA","Delphinapterus","leucas",NA,24,"M","SEH","Takijuarruq","56.606","-76.644",2011,"7",4,"Umiujaq",NA,"M","qPCR","S_Guillou","ADN_20_03863","HL002","librairie_143_haplotypes615"
"S_20_02506","DL2011_037","G_20_02506","BELUGA","Delphinapterus","leucas",NA,49,"F","SHS","Ivujivik","62.092","-78.014",2011,"10",28,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03732","HL003","librairie_143_haplotypes615"
"S_20_02507","DL2011_039","G_20_02507","BELUGA","Delphinapterus","leucas",NA,28,NA,"SHS","Ivujivik","62.092","-78.014",2011,"10",27,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03733","HL010","librairie_143_haplotypes615"
"S_20_02508","DL2011_040","G_20_02508","BELUGA","Delphinapterus","leucas",NA,39,"M","SHS","Ivujivik","62.092","-78.014",2011,"10",28,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03734","HL108","librairie_143_haplotypes615"
"S_20_02509","DL2011_041","G_20_02509","BELUGA","Delphinapterus","leucas",NA,18,"F","SHS","Ivujivik","62.092","-78.014",2011,"10",28,"Inukjuak",NA,"M","qPCR","C_Bonnet","ADN_20_03735","HL020","librairie_143_haplotypes615"
"S_20_02510","DL2011_084","G_20_02510","BELUGA","Delphinapterus","leucas",NA,13,"M","SHS","Erik_Cove","62.546","-77.398",2011,"7",6,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_03736","HL012","librairie_143_haplotypes615"
"S_20_02511","DL2011_089","G_20_02511","BELUGA","Delphinapterus","leucas",NA,14,"M","SHS","Erik_Cove","62.546","-77.398",2011,"7",6,"Puvirnituq",NA,"M","qPCR","S_Guillou","ADN_20_03737","HL003","librairie_143_haplotypes615"
"S_20_02512","DL2011_109","G_20_02512","BELUGA","Delphinapterus","leucas",NA,14,"M","SHS","Ivujivik","62.092","-78.014",2011,"10",27,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_03738","HL003","librairie_143_haplotypes615"
"S_20_02513","DL2011_111","G_20_02513","BELUGA","Delphinapterus","leucas",NA,9,"M","SHS","Ivujivik","62.092","-78.014",2011,"10",27,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_03739","HL001","librairie_143_haplotypes615"
"S_20_02514","DL2011_113","G_20_02514","BELUGA","Delphinapterus","leucas",NA,18,"M","SHS","Ivujivik","62.092","-78.014",2011,"10",27,"Akulivik",NA,"M","qPCR","C_Bonnet","ADN_20_03740","HL003","librairie_143_haplotypes615"
"S_20_02515","DL2011_114","G_20_02515","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,"M","qPCR","C_Bonnet","ADN_20_03741","HL001","librairie_143_haplotypes615"
"S_20_02516","DL2011_142","G_20_02516","BELUGA","Delphinapterus","leucas",NA,26,"F","SHS","Baie_Nanuttuvik","62.086","-75.142",2011,"7",8,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_03742","HL003","librairie_143_haplotypes615"
"S_20_02517","DL2011_143","G_20_02517","BELUGA","Delphinapterus","leucas",NA,23,"F","SHS","Island_Guindon","60.715","-69.562",2011,"11",9,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_03887","HL001","librairie_143_haplotypes615"
"S_20_02518","DL2011_147","G_20_02518","BELUGA","Delphinapterus","leucas",NA,22,"F","SHS","Baie_Qarliik","62.461","-76.606",2011,"7",6,"Salluit",NA,"F","qPCR","S_Guillou","ADN_20_02511","HL001","librairie_143_haplotypes615"
"S_20_02519","DL2011_148","G_20_02519","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Baie_Nanuttuvik","62.086","-75.142",2011,"7",8,"Salluit",NA,"F","qPCR","C_Bonnet","ADN_20_03888","HL015","librairie_143_haplotypes615"
"S_20_02520","DL2011_151","G_20_02520","BELUGA","Delphinapterus","leucas",NA,29,"F","SHS","Island_Guindon","60.715","-69.562",2011,"11",10,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03889","HL001","librairie_143_haplotypes615"
"S_20_02521","DL2011_152","G_20_02521","BELUGA","Delphinapterus","leucas",NA,25,"F","SHS","Island_Guindon","60.715","-69.562",2011,"10",10,"Kuujjuaq",NA,"F","qPCR","S_Guillou","ADN_20_03890","HL001","librairie_143_haplotypes615"
"S_20_02522","DL2011_156","G_20_02522","BELUGA","Delphinapterus","leucas",NA,27,"M","SHS","Island_Guindon","60.715","-69.562",2011,"10",10,"Kuujjuaq",NA,"M","qPCR","S_Guillou","ADN_20_03891","HL001","librairie_143_haplotypes615"
"S_20_02523","DL2011_158","G_20_02523","BELUGA","Delphinapterus","leucas",NA,28,"M","SHS","Island_Guindon","60.715","-69.562",2011,"11",10,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_03892","HL001","librairie_143_haplotypes615"
"S_20_02524","DL2011_162","G_20_02524","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,"M","qPCR","S_Guillou","ADN_20_03893",NA,"librairie_143_haplotypes615"
"S_20_02525","DL2011_163","G_20_02525","BELUGA","Delphinapterus","leucas",NA,10,"F","SHS","Baie_Ulujjuvik","62.296","-75.428",2011,"6",30,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_03897","HL011","librairie_143_haplotypes615"
"S_20_02526","DL2011_182","G_20_02526","BELUGA","Delphinapterus","leucas",NA,29,"F","SHS","Island_Nukallutuuq","61.417","-71.567",2011,"7",18,"Kangiqsujuaq",NA,"F","qPCR","S_Guillou","ADN_20_02512","HL001","librairie_143_haplotypes615"
"S_20_02527","DL_9075","G_20_02527","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS","Digges_Islands","62.603","-77.903",2007,"9",17,"Akulivik",NA,"F","qPCR","C_Bonnet","ADN_20_03894","HL001","librairie_143_haplotypes615"
"S_20_02528","DL_9076","G_20_02528","BELUGA","Delphinapterus","leucas",NA,20,"M","SHS","Digges_Islands","62.603","-77.903",2007,"9",19,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_03895","HL001","librairie_143_haplotypes615"
"S_20_02529","DL_9077","G_20_02529","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Digges_Islands","62.603","-77.903",2007,"9",18,"Akulivik",NA,"F","qPCR","C_Bonnet","ADN_20_03896","HL001","librairie_143_haplotypes615"
"S_20_02530","DL_9078","G_20_02530","BELUGA","Delphinapterus","leucas",NA,8,"F","SHS","Digges_Islands","62.603","-77.903",2007,"9",18,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_03898","HL057","librairie_143_haplotypes615"
"S_20_02531","DL09_162","G_20_02531","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Fairway_Island","62.428","-78.146",2009,"10",16,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_03899","HL001","librairie_143_haplotypes615"
"S_20_02532","DL09_163","G_20_02532","BELUGA","Delphinapterus","leucas",NA,20,"F","SHS","Fairway_Island","62.428","-78.146",2009,"10",16,"Inukjuak",NA,"F","qPCR","S_Guillou","ADN_20_03900","HL001","librairie_143_haplotypes615"
"S_20_02533","DL_9206","G_20_02533","BELUGA","Delphinapterus","leucas",NA,23,"M","SHS","Quaqtaq","60.961","-69.714",2009,"10",11,"Tasiujaq",NA,"F","qPCR","S_Guillou","ADN_20_03901","HL001","librairie_143_haplotypes615"
"S_20_02534","DL_9212","G_20_02534","BELUGA","Delphinapterus","leucas",NA,27,"M","SHS","Pointe_Utarqiuvik","61.053","-69.646",2008,"11",3,"Tasiujaq",NA,"M","qPCR","C_Bonnet","ADN_20_02940","HL015","librairie_143_haplotypes615"
"S_20_02535","DL_8077","G_20_02535","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Salluit","62.21","-75.64",2009,NA,NA,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_03904",NA,"librairie_143_haplotypes615"
"S_20_02536","DL_10078","G_20_02536","BELUGA","Delphinapterus","leucas",NA,35,"F","SHS","Nuvuk_Islands","62.394","-78.089",2009,"10",15,"Akulivik",NA,"M","qPCR","C_Bonnet","ADN_20_03907","HL001","librairie_143_haplotypes615"
"S_20_02537","unidentified_kangirsuk_2004_1of4","G_20_02537","BELUGA","Delphinapterus","leucas",NA,38,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou",NA,NA,NA
"S_20_02538","unidentified_kangirsuk_2004_2of4","G_20_02538","BELUGA","Delphinapterus","leucas",NA,8,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou",NA,NA,NA
"S_20_02539","unidentified_kangirsuk_2004_3of4","G_20_02539","BELUGA","Delphinapterus","leucas",NA,5,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_01571","HL003","librairie_143_haplotypes615"
"S_20_02540","unidentified_kangirsuk_2004_4of4","G_20_02540","BELUGA","Delphinapterus","leucas",NA,4,NA,"SHS","Camp_Imilimmiut","60.817","-69.436",2004,"7",7,"Kangirsuk",NA,"F","qPCR","S_Guillou","ADN_20_01572","HL001","librairie_143_haplotypes615"
"S_20_02541","DL_6512","G_20_02541","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik","62.0917","-78.0139",2004,"10",21,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_04346","HL049","librairie_143_haplotypes615"
"S_20_02542","NQ04_6174","G_20_02542","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SHS",NA,"62.086","-75.142",2004,"7",30,NA,NA,"F","qPCR","S_Guillou","ADN_20_04348","HL020","librairie_143_haplotypes615"
"S_20_02543","DL_6515","G_20_02543","BELUGA","Delphinapterus","leucas",NA,28,"M","SHS","Ivujivik","62.092","-78.014",2004,"10",21,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_04349","HL012","librairie_143_haplotypes615"
"S_20_02544","DL_6516","G_20_02544","BELUGA","Delphinapterus","leucas",NA,10,"M","SHS","Ivujivik","62.092","-78.014",2004,"10",27,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_04350","HL003","librairie_143_haplotypes615"
"S_20_02545","DL_6517","G_20_02545","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Ivujivik","62.092","-78.014",2004,"10",19,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_04351","HL001","librairie_143_haplotypes615"
"S_20_02546","DL_6175","G_20_02546","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Tuapaaluit",NA,NA,2004,NA,NA,"Salluit",NA,"M","qPCR","S_Guillou","ADN_20_04363","HL003","librairie_143_haplotypes615"
"S_20_02547","DL_7039","G_20_02547","BELUGA","Delphinapterus","leucas",NA,25,"M","NEH","Pointe_Tikiraaluk","59.514","-77.892",2005,NA,NA,"Ivujivik",NA,"U","qPCR","C_Bonnet","ADN_20_04365","HL001","librairie_143_haplotypes615"
"S_20_02548","DL_7006","G_20_02548","BELUGA","Delphinapterus","leucas",NA,26,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",7,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04366","HL052","librairie_143_haplotypes615"
"S_20_02549","DL_5230","G_20_02549","BELUGA","Delphinapterus","leucas",NA,NA,"F","LON","Long_Island","54.417","-79.417",2005,"8",10,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_04367","HL070","librairie_143_haplotypes615"
"S_20_02550","DL_7001","G_20_02550","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Nuvuk","61.08","-69.55",2005,"11",9,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04368","HL002","librairie_143_haplotypes615"
"S_20_02551","DL_7002","G_20_02551","BELUGA","Delphinapterus","leucas",NA,20,"F","SHS","Nuvuk","61.08","-69.55",2005,"11",9,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04369","HL001","librairie_143_haplotypes615"
"S_20_02552","DL_7003","G_20_02552","BELUGA","Delphinapterus","leucas",NA,20,"F","SHS","Baie_Big","60.895","-69.682",2005,"7",23,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04370","HL003","librairie_143_haplotypes615"
"S_20_02553","DL_5224","G_20_02553","BELUGA","Delphinapterus","leucas",NA,NA,"M","LON","Long_Island","54.417","-79.417",2005,"8",10,"Kuujjuaraapik",NA,"F","qPCR","S_Guillou","ADN_20_04372","HL072","librairie_143_haplotypes615"
"S_20_02554","DL_7005","G_20_02554","BELUGA","Delphinapterus","leucas",NA,21,"F","SHS","Nuvuk","61.077","-69.553",2005,"11",9,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04373","HL002","librairie_143_haplotypes615"
"S_20_02555","DL_6044","G_20_02555","BELUGA","Delphinapterus","leucas",NA,18,"M","SHS","Salluit_Fjord","62.22","-75.673",2005,"6",20,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_04374","HL003","librairie_143_haplotypes615"
"S_20_02556","DL_7007","G_20_02556","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",2,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04375","HL003","librairie_143_haplotypes615"
"S_20_02557","DL_7008","G_20_02557","BELUGA","Delphinapterus","leucas",NA,18,"M","SHS","Nuvuk","61.077","-69.553",2005,"10",9,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04376","HL001","librairie_143_haplotypes615"
"S_20_02558","DL_7009","G_20_02558","BELUGA","Delphinapterus","leucas",NA,26,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",9,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04377","HL001","librairie_143_haplotypes615"
"S_20_02559","DL_7010","G_20_02559","BELUGA","Delphinapterus","leucas",NA,15,"F","SHS","Baie_Big","60.895","-69.682",2005,"11",2,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04378","HL001","librairie_143_haplotypes615"
"S_20_02560","DL_7011","G_20_02560","BELUGA","Delphinapterus","leucas",NA,37,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",8,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04379","HL001","librairie_143_haplotypes615"
"S_20_02561","DL_7012","G_20_02561","BELUGA","Delphinapterus","leucas",NA,48,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",5,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04380","HL003","librairie_143_haplotypes615"
"S_20_02562","DL_7013","G_20_02562","BELUGA","Delphinapterus","leucas",NA,8,"F","SHS","Nuvuk","61.077","-69.553",2005,"10",17,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04381","HL049","librairie_143_haplotypes615"
"S_20_02563","DL_7014","G_20_02563","BELUGA","Delphinapterus","leucas",NA,39,"F","SHS","Nuvuk","61.077","-69.553",2005,"10",16,"Quaqtaq",NA,"M","qPCR","C_Bonnet","ADN_20_04382","HL001","librairie_143_haplotypes615"
"S_20_02564","DL_7015","G_20_02564","BELUGA","Delphinapterus","leucas",NA,8,"M","SHS","Nuvuk","61.077","-69.553",2005,"11",5,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04383","HL002","librairie_143_haplotypes615"
"S_20_02565","DL_7019","G_20_02565","BELUGA","Delphinapterus","leucas",NA,13,"F","SHS","Nuvuk","61.077","-69.553",2005,"10",18,"Quaqtaq",NA,"F","qPCR","S_Guillou","ADN_20_04384","HL001","librairie_143_haplotypes615"
"S_20_02566","DL_7020","G_20_02566","BELUGA","Delphinapterus","leucas",NA,7,"F","SHS","Nuvuk","61.077","-69.553",2005,"6",28,"Quaqtaq",NA,"F","qPCR","C_Bonnet","ADN_20_04385","HL003","librairie_143_haplotypes615"
"S_20_02567","DL_7036","G_20_02567","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Salluit_Fjord","62.22","-75.673",2005,"6",29,"Kuujjuaq",NA,"F","qPCR","C_Bonnet","ADN_20_04386","HL003","librairie_143_haplotypes615"
"S_20_02568","DL_7004","G_20_02568","BELUGA","Delphinapterus","leucas",NA,9,"F","SHS","Nuvuk","61.077","-69.553",2005,"11",2,"Quaqtaq",NA,"M","qPCR","S_Guillou","ADN_20_04371","HL068","librairie_143_haplotypes615"
"S_20_02569","DL_8081","G_20_02569","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Salluit","62.21","-75.64",2009,NA,NA,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_02871",NA,"librairie_143_haplotypes615"
"S_20_02570","DL_8086","G_20_02570","BELUGA","Delphinapterus","leucas",NA,31,"M","SHS","Salluit","62.21","-75.64",2009,NA,NA,"Salluit",NA,"M","qPCR","C_Bonnet","ADN_20_02872",NA,"librairie_143_haplotypes615"
"S_20_02571","DL_9204","G_20_02571","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Quaqtaq","60.961","-69.714",2009,"11",4,"Tasiujaq",NA,"F","qPCR","C_Bonnet","ADN_20_02873","HL003","librairie_143_haplotypes615"
"S_20_02572","DL_9039","G_20_02572","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,"F","qPCR","C_Bonnet","ADN_20_02874",NA,"librairie_143_haplotypes615"
"S_20_02573","DL_10088","G_20_02573","BELUGA","Delphinapterus","leucas",NA,24,"F","SHS","Ivujivik","62.092","-78.014",2008,"10",27,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_02875","HL008","librairie_143_haplotypes615"
"S_20_02574","DL09_167","G_20_02574","BELUGA","Delphinapterus","leucas",NA,49,"F","SHS","Digges_Islands","62.561","-78.059",2009,"10",13,"Inukjuak",NA,"M","qPCR","S_Guillou","ADN_20_02876",NA,"librairie_143_haplotypes615"
"S_20_02575","DL_100090","G_20_02575","BELUGA","Delphinapterus","leucas",NA,17,"F","SHS","Havre_dIvujivik",NA,NA,2009,"6",15,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_02505","HL020","librairie_143_haplotypes615"
"S_20_02576","DL_100091","G_20_02576","BELUGA","Delphinapterus","leucas",NA,22,"M","SHS","Havre_dIvujivik",NA,NA,2009,"6",15,"Ivujivik",NA,"F","qPCR","C_Bonnet","ADN_20_02506","HL003","librairie_143_haplotypes615"
"S_20_02577","DL_100092","G_20_02577","BELUGA","Delphinapterus","leucas",NA,21,"F","SHS","Havre_dIvujivik",NA,NA,2009,"6",15,"Ivujivik",NA,"M","qPCR","S_Guillou","ADN_20_02507","HL003","librairie_143_haplotypes615"
"S_20_02578","DL_100093","G_20_02578","BELUGA","Delphinapterus","leucas",NA,15,"F","SHS","Havre_dIvujivik",NA,NA,2009,"10",5,"Ivujivik",NA,"F","qPCR","S_Guillou","ADN_20_02508","HL001","librairie_143_haplotypes615"
"S_20_02579","DL_10079","G_20_02579","BELUGA","Delphinapterus","leucas",NA,31,"M","SHS","Fairway_Island","62.431","-78.042",2009,"10",16,"Akulivik",NA,"M","qPCR","S_Guillou","ADN_20_03859","HL001","librairie_143_haplotypes615"
"S_20_02580","DL10_149","G_20_02580","BELUGA","Delphinapterus","leucas",NA,NA,"M","SHS",NA,NA,NA,2017,"10",20,"Ivujivik",NA,"M","qPCR","C_Bonnet","ADN_20_02877","HL020","librairie_143_haplotypes615"
"S_20_02581","DL14_008","G_20_02581","BELUGA","Delphinapterus","leucas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","qPCR","S_Guillou","ADN_20_02878",NA,"librairie_143_haplotypes615"
"S_20_02582","DL15_077","G_20_02582","BELUGA","Delphinapterus","leucas",NA,NA,"M","UNG","Aupaluk","59.345","-69.695",2017,"7",23,"Aupaluk",NA,"M","qPCR","S_Guillou","ADN_20_01787","HL003","librairie_143_haplotypes615"
"S_20_02583","DL15_185","G_20_02583","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Cap_Wolstenholme","62.581","-77.51",2017,"6",17,"Akulivik",NA,"F","qPCR","C_Bonnet","ADN_20_02879","HL077","librairie_143_haplotypes615"
"S_20_02584","DL15_187","G_20_02584","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Cap_Wolstenholme","62.581","-77.51",2017,"6",17,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_02880","HL010","librairie_143_haplotypes615"
"S_20_02585","DL15_188","G_20_02585","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Cap_Wolstenholme","62.581","-77.51",2017,"6",17,"Akulivik",NA,"F","qPCR","S_Guillou","ADN_20_02881","HL010","librairie_143_haplotypes615"
"S_20_02586","DL15_189","G_20_02586","BELUGA","Delphinapterus","leucas",NA,NA,"F","SHS","Cap_Wolstenholme","62.581","-77.51",2017,"6",17,"Akulivik",NA,"M","qPCR","C_Bonnet","ADN_20_02882","HL003","librairie_143_haplotypes615"
